job_title,company_name,location,job_type,experience_level,education_req,salary_range,job_requirements,job_responsibilities,posted_date,source_platform,education_min,salary_avg_numeric,experience_group,req_sales,req_excel_office,req_komunikasi,req_english
Data Entry Administrator (Branch Surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,,"D3, SMA",Rp 5.300.000 - Rp 6.000.000,"Pendidikan minimal SMA/SMK/D3 | Terbuka untuk fresh graduate. | Teliti, cepat belajar, dan terbiasa menggunakan komputer (Ms Excel). | Mampu bekerja secara individu maupun tim.",Tanggung Jawab: | Memasukkan data ke dalam sistem dengan akurat dan tepat waktu. | Memverifikasi dan memperbarui data yang ada secara berkala. | Berkoordinasi dengan tim lain untuk memastikan integritas data. | Menghasilkan laporan data sesuai kebutuhan perusahaan.,2026-03-03,Karir.com,SMA/SMK,5650000.0,Unknown,0,1,0,0
Finance Staff,"PT Enseval Putera Megatrading, Tbk",Denpasar,Tidak Disebutkan,,S1,Rp 3.000.000 - Rp 5.000.000,Bachelor's Degree of Accounting | Experienced at least 1-2 years in the same field | Have Brevet A&B certificate | Experinced handling branches | Placement: Denpasar,"Handling various tasks related to maintaining accurate financial records, assisting in financial analysis, preparing reports, and ensuring compliance with relevant financial regulations. | The Finance Accounting Staff typically reports to the Finance Manager and collaborates with other members of the finance team.",2026-03-03,Karir.com,S1,4000000.0,Unknown,0,0,0,0
Talent Acquisition Internship,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,,S1,Rp 2.000.000 - Rp 3.000.000,Final year or fresh graduate in Psychology | Strong communication and interpersonal skills | Detail-oriented with excellent organizational abilities | Ability to work independently and in a team environment | Proficiency in Microsoft Office Suite and Google Workspace | Ability to handle confidential information with discretion,Sourcing candidates through various channels | Conduct and do administrative psychological test or interview process | Coordinate with TA team to identify staffing needs,2026-03-03,Karir.com,S1,2500000.0,Unknown,0,1,1,0
Finance Staff - Mataram,"PT Enseval Putera Megatrading, Tbk",Mataram,Tidak Disebutkan,,S1,Rp 3.000.000 - Rp 3.500.000,Bachelor's Degree of Accounting | Experienced at least 1-2 years in the same field | Have Brevet A&B certificate | Experinced handling branches | Placement: Mataram,"Handling various tasks related to maintaining accurate financial records, assisting in financial analysis, preparing reports, and ensuring compliance with relevant financial regulations. | The Finance Accounting Staff typically reports to the Finance Manager and collaborates with other members of the finance team.",2026-03-03,Karir.com,S1,3250000.0,Unknown,0,0,0,0
Admin office general - Area Surabaya,LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,,"S1, D3, SMA",Rp 5.600.000 - Rp 6.500.000,"Pria & Wanita | Min pendidikan SMA/SMK untuk junior Administrasi | Min Pendidikan D3/S1 Untuk senior Administrasi | Ipk untuk senior administrasi 2,85 | Semua Jurusan | Pengalaman dan tanpa pengalaman | Menguasai basic komputer dan microsoft office | Ketelitian dan kejujuran dalam bekerja | Mengikuti Aturan | Siap akan tekanan pekerjaan | Siap penempatan area kota Surabaya","Admin Office General perusahaan untuk penempatan area surabaya yang akan bertugas | membuat laporan administrasi, | menyiapkan dokumen untuk keperluan rapat dengan kolega, | mengelola inventaris, menginput dan memperbarui data dalam sistem dll.",2026-03-03,Karir.com,SMA/SMK,6050000.0,Unknown,0,1,0,0
Multimedia Internship,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 3.000.000,"Last year students/ Fresh Graduates | Have a Bachelor's Degree in Broadcasting, Visual Communication Design or equivalent | Familiar with editing & design applications such as Adobe Premiere, After Effect, etc | Have a personal laptop that supports multimedia (Premiere Pro, AE) | Available for Internship - 6 months (full time) | Placement: Pulo Gadung, Jakarta Timur","Assist in the creation of multimedia content, including videos and graphics. | Collaborate with the multimedia team to develop and execute creative concepts. | Participate in video shooting and editing processes. | Support in the design and creation of visual assets for various projects. | Help with multimedia equipment setup and maintenance. | Contribute to brainstorming sessions for creative multimedia ideas.",2026-03-03,Karir.com,D3,2000000.0,Unknown,0,0,1,0
Business Development Internship,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,,S1,Rp 2.500.000 - Rp 3.000.000,"Min Pendidikan S1 | Menguasai Microsoft Excel (VLOOKUP, Pivot Table, dan rumus perhitungan dasar lainnya) | Mampu menggunakan alat visualisasi data seperti Tableau (opsional) | Durasi magang adalah 6 bulan. | Penempatan di Kawasan Industri Pulogadung, Jakarta Timur",Mampu menganalisis data dan masalah bisnis secara logis | Memiliki perhatian terhadap detail agar tidak melewatkan informasi penting | Mampu membuat dokumentasi yang rapi dan sistematis | Membuat laporan dan dokumentasi yang jelas dan terstruktur | Membuat presentasi dengan PowerPoint atau Google Slides | Memonitoring program promo yang berjalan dan memberikan report weekly,2026-03-03,Karir.com,S1,2750000.0,Unknown,0,1,0,0
Business Development Specialist Area (Branch Surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,1 tahun,"S2, S1, D3",Rp 6.600.000 - Rp 8.500.000,"Kualifikasi yang harus dimiliki kandidat adalah : | Pendidikan S1 semua jurusan (diutamakan manajemen Bisnis) | Pengalaman kerja minimal 1 tahun di bidang pengembangan bisnis atau penjualan (diutamakan industry logistik atau teknologi) | Memahami bisnis model canvas | Memiliki kemampuan komunikasi yang baik dan presentasi yang handal | Memiliki kemampuan multitasking yang baik | Memiliki kemampuan analisis pasar dan negoisasi | Memiliki kemampuan membuat laporan yang informative | Detail oriented, team player, dan mampu bekerja dalam tekanan | Ditempatkan area kota Surabaya","Merencanakan dan mengutamakan kegiatan penjualan dengan efektif. | Memantau dan melaporkan aktivitas pasar dan kompetitor sambil mengembangkan strategi penjualan yang lebih kompetitif. | Melakukan demonstrasi produk dan menampilkan fitur-fitur Retail baik secara online maupun offline, disesuaikan dengan kebutuhan pelanggan. | Menindaklanjuti prospek, membuat proposal, dan permintaan dari calon pedagang dengan tepat waktu | Berusaha dengan tekun untuk mencapai target sesuai dengan Indikator Kinerja Utama (KPI) yang telah ditentukan. | Selalu up-to-date tentang fitur-fitur terbaru dan perangkat pendukung untuk Sistem Point of Sale",2026-03-03,Karir.com,D3,7550000.0,Junior,0,0,1,0
Supervisor-Staf Admin Finance and Accounting (Branch Surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,,"S1, D3",Rp 6.500.000 - Rp 8.000.000,"Minimal S1 Akuntansi atau Keuangan untuk Supervisor Admin Finance | Minim SMA/SMK pengalaman untuk Staf Finance | Menguasai prinsip-prinsip akuntansi dan perpajakan | Mahir menggunakan software akuntansi (misalnya, SAP, Oracle) | Kemampuan analisa data keuangan yang kuat | Keterampilan komunikasi dan presentasi yang baik | Kemampuan memimpin dan memotivasi tim | Teliti, bertanggung jawab, dan jujur | Berorientasi pada target dan hasil | Mampu bekerja di bawah tekanan","Memimpin dan mengawasi tim Finance and Accounting | Memastikan keakuratan dan ketepatan waktu pelaporan keuangan | Mengelola proses akuntansi, termasuk pengeluaran, penerimaan, dan penutupan buku | Membuat analisis keuangan dan memberikan rekomendasi strategis | Menangani audit internal dan eksternal | Melakukan pengendalian internal dan memastikan kepatuhan terhadap peraturan perpajakan | Berkoordinasi dengan departemen lain terkait hal keuangan",2026-03-03,Karir.com,D3,7250000.0,Unknown,0,0,1,0
Business & Data Intelligence Analyst (Branch Surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,,"S1, D3",Rp 6.500.000 - Rp 8.000.000,Lulusan D3/S1/S2 | IPK minimal 3.00 | Memiliki kemampuan komunikasi dan analisis yang baik | Terbuka untuk lulusan baru (fresh graduate) maupun yang memiliki pengalaman kerja maksimal 2 tahun | Bersedia ditempatkan branch surabaya,Melakukan analisis data dari tim penjualan & pengembangan bisnis | Mempersiapkan data untuk keperluan rapat mingguan maupun bulanan | Melakukan analisis data menggunakan rumus dan logika Ms. Excel,2026-03-03,Karir.com,D3,7250000.0,Unknown,0,1,1,0
Business &amp; Data Intelligence Analyst (Branch Surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,0 tahun,"S1, D3",Rp 6.500.000 - Rp 8.000.000,Lulusan D3/S1/S2 | IPK minimal 3.00 | Memiliki kemampuan komunikasi dan analisis yang baik | Terbuka untuk lulusan baru (fresh graduate) maupun yang memiliki pengalaman kerja maksimal 2 tahun | Bersedia ditempatkan branch surabaya,Melakukan analisis data dari tim penjualan &amp; pengembangan bisnis | Mempersiapkan data untuk keperluan rapat mingguan maupun bulanan | Melakukan analisis data menggunakan rumus dan logika Ms. Excel,2026-03-03,Karir.com,D3,7250000.0,Fresh Graduate,0,1,1,0
OPERATIONS ASSISTANT (Area Surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,,SMA,Rp 5.500.000 - Rp 6.000.000,Pria & Wanita | Min pendidikan SMA/SMK/Sederajat | Pengalaman dan tanpa pengalaman | Menguasai basic komputer dan microsoft office | Ketelitian dan kejujuran dalam bekerja | Mengikuti Aturan | Siap akan tekanan pekerjaan | Siap penempatan area kota Surabaya,"Dukungan Administratif: | Membantu dalam menyiapkan dan memelihara laporan dan dokumentasi operasional. | Menyiapkan formulir dan dokumen lainnya. | Membantu proses perekrutan dan orientasi. | Mengambil inventaris dan memesan perlengkapan kantor sesuai kebutuhan. | Menjadwalkan rapat dan sesi pembangunan tim. | Menjawab pertanyaan staf dan pemangku kepentingan. | Dukungan Operasional: | Membantu tugas-tugas operasional harian seperti menjadwalkan janji temu, mengoordinasikan rapat, dan mengatur berkas dan dokumen. | Membantu menyelesaikan keluhan pelanggan. | Melatih karyawan. | Membantu manajemen dalam mengelola alur kerja. | Memonitor kepatuhan terhadap kebijakan dan prosedur perusahaan.",2026-03-03,Karir.com,SMA/SMK,5750000.0,Unknown,0,1,0,0
Salesman - Banjarmasin,"PT Enseval Putera Megatrading, Tbk",Banjarmasin,Tidak Disebutkan,,"S1, D3",Rp 3.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Banjarmasin,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,3500000.0,Unknown,0,0,1,0
Finance Accounting Tax Supervisor,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,5 tahun,S1,Rp 10.000.000 - Rp 11.000.000,"Bachelor/Master degree from Accounting | Experience in the same field/ position minimum 3 years in FA + Audit | Interest in Commercial field | Tax Brevet AB | Fast learner with excellent time management and planning skills | Experience operating accounting software or applications | Placement at Kawasan Industri Pulogadung, Jakarta Timur","Responsible for full function of Finance, Accounting, and Tax to achieve the company’s objectives.",2026-03-03,Karir.com,S1,10500000.0,Mid,0,0,0,0
Transportation Administration - Sorong,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,,"S1, D3",Rp 2.000.000 - Rp 3.500.000,"Minimum education diploma in any major | Proficient in operating MS. Office (especially MS. Excel) | Strong analytical skills, detail-oriented, and meticulous | Possess a B1 driving license","Input and update inbound/outbound goods data into the system accurately | Manage warehouse documents such as Delivery Orders, shipping documents, and invoices in accordance with SOPs | Conduct stock-taking and ensure consistency between physical stock and system records | Coordinate with related teams (warehouse, logistics, purchasing) to ensure smooth operations | Prepare reports and archive warehouse activities while supporting audit processes administratively",2026-03-03,Karir.com,D3,2750000.0,Unknown,0,1,0,0
Account Executive (PHARMACEUTICAL),"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,1 tahun,S1,Rp 5.000.000 - Rp 7.000.000,"Min. bachelor's degree in pharmacy (Profesi Apoteker) | Proven track record of success in account management or new business development, ideally within the pharmaceutical industry | Have experience in sales or marketing | Excellent interpersonal and communication skills to build trust with clients | Strong negotiation skills and the ability to close deals | Solid understanding of the food industry landscape and competitive environment | Highly organised with the ability to prioritise and juggle multiple tasks","Actively manage and grow a portfolio of existing pharmaceutical raw materials accounts | Identify new business opportunities and secure new clients in the pharmaceutical raw materials sector | Develop and maintain strong, collaborative relationships with key decision makers | Consistently meet and exceed quarterly and annual sales targets | Gather market intelligence and competitor insights to drive sales strategy | Support the implementation of marketing campaigns and promotional activities | Provide exceptional customer service and act as the face of the company",2026-03-03,Karir.com,S1,6000000.0,Junior,1,0,1,0
Salesman - Makassar,"PT Enseval Putera Megatrading, Tbk",Makassar,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Makassar,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
Salesman - Jakarta 3,"PT Enseval Putera Megatrading, Tbk",Prov. DKI-Jakarta,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Jakarta,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
Account Executive (Food Industry),"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,1 tahun,"S1, D3",Rp 6.000.000 - Rp 9.000.000,"Degree in Biotechnology or Food Engineering | Proven track record of success in account management or new business development, ideally within the food industry | Excellent interpersonal and communication skills to build trust with clients | Strong negotiation skills and the ability to close deals | Solid understanding of the food industry landscape and competitive environment | Highly organised with the ability to prioritise and juggle multiple tasks","Actively manage and grow a portfolio of existing food industry accounts | Identify new business opportunities and secure new clients in the food sector | Develop and maintain strong, collaborative relationships with key decision makers | Consistently meet and exceed quarterly and annual sales targets | Gather market intelligence and competitor insights to drive sales strategy | Support the implementation of marketing campaigns and promotional activities | Provide exceptional customer service and act as the face of the company",2026-03-03,Karir.com,D3,7500000.0,Junior,1,0,1,0
Salesman - Tarakan,"PT Enseval Putera Megatrading, Tbk",Prov. Apa saja,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Tarakan - Kalimantan Utara.,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
Finance Administration - Palangkaraya,"PT Enseval Putera Megatrading, Tbk",Palangkaraya,Tidak Disebutkan,,S1,Rp 2.000.000 - Rp 3.000.000,"Pendidikan minimal S1 Akuntansi | Memiliki pengalaman kerja minimal 1–2 tahun di bidang yang sama | Memiliki sertifikat Brevet A & B yang masih berlaku | Mampu mengoperasikan Microsoft Office, terutama Microsoft Excel (seperti penggunaan rumus dan pivot table) | Teliti, terorganisir dengan baik, dan mampu mengelola tugas secara efisien dalam lingkungan kerja yang dinamis | Penempatan: PT. Tri Sapta Jaya (Subsidiaris PT. Enseval Putera Megatrading) cabang Palangkaraya (www.trisaptajaya.co.id)",Memastikan pelaporan dan pembayaran pajak (Pph & PPN) tepat waktu | Membuat pemotongan pph melalui aplikasi CoreTax | Melakukan rekonsiliasi pajak | Validasi SSP dari WAPU | Arsip dokumen transaksi perpajakan,2026-03-03,Karir.com,S1,2500000.0,Unknown,0,1,0,0
Salesman - Lubuklinggau,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Lubuklinggau.,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
Graphic Design Intern,"PT Enseval Putera Megatrading, Tbk",Jakarta Timur,Tidak Disebutkan,,S1,Rp 2.800.000 - Rp 3.000.000,"Candidate must possess at least Bachelor's Degree in Advertising/Media, Art/Design/Creative Multimedia or equivalent; open for last year students | Preferably Less than 1 year experience specialized in Arts/Creative/Graphics Design or equivalent. | Experience in taking photographs/creating videos for media publications or brands is preferable. | Available for internship in 6 months (Mon-Fri working days) | Having skill to operate Ilustrator, Adobe XD/ Figma, Photoshop, etc","Handle any internal request related to design (social media, recruitment, event, projects, etc) | Produce high quality designs | Translate ideas from user into graphic / motion contents",2026-03-03,Karir.com,S1,2900000.0,Unknown,0,0,0,0
Pharmacist - Gorontalo,"PT Enseval Putera Megatrading, Tbk",Prov. DKI-Jakarta,Tidak Disebutkan,,S1,Rp 3.000.000 - Rp 4.000.000,Pendidikan profesi apoteker | Memahami CDOB | Memiliki STRA aktif | Memiliki pengalaman PBF sebagai nilai tambah,"Mampu memanage kegiatan mutu distribusi dalam melakukan dokumentasi. | Memastikan program pelatihan yang berkaitan dengan CDOB berjalan dengan baik. | Memastikan proses pengadaan, penerimaan, penyimpanan dan pengiriman produk sesuai dengan ketentuan CDOB | Mampu mengkoordinasikan proses penarikan kembali (recall) produk sesuai dengan ketentuan CDOB | Memastikan kualifikasi pemasok dan pelanggan sesuai dengan ketentuan CDOB | Memastikan program inspeksi diri berjalan dengan tepat | Memastikan bahwa keluhan pelanggan dapat ditangani dengan baik dan didokumentasi. | Membuat laporan pengeluaran dan pemasukan obat kepada Kementerian Kesehatan dan Badan POM tepat waktu | Penempatan : PT. Tri Sapta Jaya (Subsidiaris PT. Enseval Putera Megatrading) cabang Gorontalo (www.trisaptajaya.co.id)",2026-03-03,Karir.com,S1,3500000.0,Unknown,0,0,0,0
Salesman - Tasikmalaya,"PT Enseval Putera Megatrading, Tbk",Tasikmalaya,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Tasikmalaya.,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
Salesman - Pontianak,"PT Enseval Putera Megatrading, Tbk",Prov. Kalimantan Barat,Tidak Disebutkan,,"S1, D3",Rp 1.000.000 - Rp 4.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan: Pontianak,"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
Officer Development Program (branch surabaya),LABEL_COMPANY_CONFIDENTIAL,Surabaya,Tidak Disebutkan,,"S2, S1, D3",Rp 7.000.000 - Rp 9.000.000,"Lulusan D3/S1/S2 | IPK minimal 3.00 | Memiliki kemampuan komunikasi dan analisis yang baik | Terbuka untuk lulusan baru (fresh graduate) maupun yang memiliki pengalaman kerja maksimal 2 tahun | Bersedia ditempatkan branch surabaya | Keuntungan Bergabung di Program ODP: | Pelatihan intensif di bidang pelayanan, pemasaran dan manajemen | Kesempatan rotasi di berbagai divisi strategis | Pendampingan langsung dari para mentor profesional | Jalur percepatan karier hingga ke posisi manajerial | Gaji dan tunjangan yang kompetitif | Lingkungan kerja profesional dan kolaboratif","Tentang Program ODP Perusahaan | Officer Development Program (ODP) adalah jalur karier strategis yang disiapkan oleh perusahaan kami untuk mengembangkan talenta-talenta muda yang berpotensi menjadi pemimpin di masa depan. Dalam program ini, peserta akan dibekali pengetahuan, keterampilan, serta pengalaman nyata dalam melayani klien-klien korporat dan komersial berskala nasional hingga internasional.",2026-03-03,Karir.com,D3,8000000.0,Unknown,0,0,1,0
WEALTH EXECUTIVE ADVISOR,PT Bank KEB Hana Indonesia,Jakarta Selatan,Tidak Disebutkan,5 tahun,S1,Rp 18.000.000 - Rp 30.000.000,Bachelor’s Degree from any major | Professional with minimum 5 years of experience in banking as wealth RM | Solid understanding of funding products and regulations | Strong negotiation and communication skills | Highly motivated and target driven,"Provide advice on Wealth Products (MF, Bond, Bancassurance, Fx) and services tailored to needs of high net-worth individual and affluent customers. | Conduct market analysis opportunities, collect and compile information on trends in customer needs, and determine next steps in customer approach so that the predetermined targets can be achieved. | Maintain Relationship and grow more portfolio Asset Under Management (AUM) from existing and new clients.",2026-03-03,Karir.com,S1,24000000.0,Mid,0,0,1,0
SME RELATIONSHIP MANAGER,PT Bank KEB Hana Indonesia,Jakarta Selatan,Tidak Disebutkan,3 tahun,S1,Rp 12.000.000 - Rp 20.000.000,"Minimum S1 | Berpengalaman setidaknya 3 tahun di bidang pemasaran Kredit | Memahami produk dan pendanaan, pinjaman dan regulasi BI | Penempatan di Cabang Hana Bank Jakarta",Mengelola hubungan dengan nasabah yang berfokus pada nasabah Lending. | Mencari debitur baru yang sesuai dengan karakteristik Hana Bank serta monitoring portofolio kredit dalam rangka mencapai target bisnis yang telah ditentukan. | Melakukan penjualan terhadap produk/jasa bank lainnya dengan memberikan referensi mengenai nasabah potensial.,2026-03-03,Karir.com,S1,16000000.0,Mid,0,0,0,0
FINANCIAL ADVISOR,PT Bank KEB Hana Indonesia,Jakarta Selatan,Tidak Disebutkan,3 tahun,S1,Rp 10.000.000 - Rp 15.000.000,"A Bachelor's Degree (S1), any major | Mininum 2-3 years experience as RM Wealth in Banking Industry | Demonstrate good teamwork, communication, and negotiation skills | Sales driven, target oriented | WPPE Certification is mandatory | Placement : Jakarta","Provide advice on Wealth Products (MF, Bond, Bancassurance, Fx) and services tailored to needs of high net-worth individual and affluent customer | Maintain Relationship and grow more portfolio Asset Under Management (AUM) from existing and new clients | Conduct market analysis opportunities, collect and compile information on trends in customer needs, and determine next steps in customer approach so that the predetermined targets can be achieved | Analyze and provide feedback on programs or products or events from Business Development or Product Development",2026-03-04,Karir.com,S1,12500000.0,Mid,1,0,1,0
CORPORATE AND COMMERCIAL CREDIT REVIEWER,PT Bank KEB Hana Indonesia,Jakarta Selatan,Tidak Disebutkan,3 tahun,"S2, S1",Rp 10.000.000 - Rp 20.000.000,A Bachelor's Degree in any major | Minimum 3 years experience as credit reviewer in banking industry | Able to analyze financial statement and cash flow | Able to work efficiently in a tight schedule | Good analytical and presentation skill,"Analyzing data/information to assess creditworthiness from the aspects of character, management and financial capabilities, collateral and business potential of the company to make the right credit decisions | Evaluate credit applications, including extensions, additions and new loans, including setting terms and conditions as risk mitigation | With Business units or other related officials, can make direct visits to the location of the business and/or project that will be or are being financed by the Bank to ensure continuity and feasibility of operations | Maximizing objectivity in every stage of analysis and evaluation of creditworthiness based on data from accountable source",2026-03-03,Karir.com,S1,15000000.0,Mid,0,0,0,0
Deputy Building Management Jakarta,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,3 tahun,S1,Rp 10.000.000 - Rp 12.500.000,"Pendidikan minimal D3/S1 (Teknik/Manajemen/Facility Management atau setara). | Pengalaman minimal 3 tahun di bidang Building / Facility Management gedung perkantoran . | Memahami operasional gedung (MEP, housekeeping, security). | Memiliki kemampuan leadership, koordinasi, dan komunikasi yang baik. | Tegas, bertanggung jawab, dan berorientasi pada pelayanan tenant. | Bersedia bekerja shift dan di luar jam kerja bila diperlukan. | Memiliki sertifikat K3 Umum atau Facility Management (Nilai Tambah) | Berpengalaman menangani tenant gedung perkantoran. | DOMISILI JABODETABEK (WAJIB)","Membantu Building Manager dalam mengelola operasional gedung perkantoran sehari-hari. | Mengawasi kinerja tim operasional (Engineering, Housekeeping, Security, dll) agar berjalan sesuai SOP dan standar layanan. | Melakukan inspeksi rutin area gedung dan menindaklanjuti temuan di lapangan. | Menangani dan menindaklanjuti keluhan tenant secara cepat dan solutif. | Berkoordinasi dengan vendor dan kontraktor terkait pekerjaan operasional gedung. | Menyusun dan mendukung laporan operasional harian, mingguan, dan bulanan. | Memastikan penerapan K3 dan keselamatan kerja di seluruh area gedung.",2026-03-03,Karir.com,S1,11250000.0,Mid,0,0,1,0
Housekeeping Supervisor,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,1 tahun,D3,Rp 5.500.000 - Rp 6.000.000,"Minimal D3/Sederajat, diutamakan jurusan Perhotelan, Tata Graha, Facility Management, atau bidang terkait. | Pengalaman minimal 1–2 tahun sebagai Housekeeping Supervisor atau posisi sejenis. | Memiliki kemampuan kepemimpinan, pengaturan tim, dan pembagian tugas. | Komunikatif dan mampu berkoordinasi dengan lintas divisi. | Memiliki Sertifikat K3 atau pelatihan housekeeping menjadi nilai tambah. | Berpengalaman di building management / perkantoran / hospitality. (wajib)","Mengawasi dan memastikan kebersihan seluruh area kerja (gedung/fasilitas/outlet) sesuai standar perusahaan. | Melakukan inspeksi rutin untuk menjaga kualitas kebersihan dan kerapihan. | Memastikan seluruh aktivitas housekeeping sesuai SOP yang berlaku. | Mengawasi penerapan K3 (Keselamatan dan Kesehatan Kerja) di area kerja. | Melaporkan dan menindaklanjuti potensi risiko keselamatan. | Berkoordinasi dengan unit terkait (Building Management, Engineering, Security).",2026-03-03,Karir.com,D3,5750000.0,Junior,0,0,0,0
